timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,bundle_id,correct_answer,part,tags,tag,type_of,user_count,user_count_bin,target_enc_content_id,is_part5,part5_cumsum,sum_ans
0,2146993860,5564,0,0,3,1.0,,,5564,3,5,8,-1,,0,0,0.8776978417266187,1,1,1.0
20239,2146993860,648,0,1,1,1.0,17000.0,False,648,1,2,90 100 81 29,-1,,1,0,0.7420494699646644,0,1,2.0
51157,2146993860,5653,0,2,0,0.0,14000.0,False,5653,1,5,96,-1,,2,0,0.3341176470588235,1,2,2.0
70133,2146993860,6659,0,3,1,0.0,26000.0,False,6659,3,5,53,-1,,3,0,0.2786296900489396,1,3,2.0
95589,2146993860,98,0,4,1,1.0,16000.0,False,98,1,1,10 178 162 81,-1,,4,0,0.759941089837997,0,3,3.0
106682,2146993860,4076,0,5,3,1.0,21000.0,False,4076,3,5,1,-1,,5,0,0.5345666991236612,1,4,4.0
121860,2146993860,4706,0,6,1,0.0,8000.0,False,4706,2,5,173,-1,,6,0,0.44562446898895497,1,5,4.0
137992,2146993860,5738,0,7,2,1.0,13000.0,False,5738,2,5,8,-1,,7,0,0.3216479942175641,1,6,5.0
160461,2146993860,3968,0,8,2,1.0,14000.0,False,3968,2,5,1,-1,,8,0,0.49371766444937176,1,7,6.0
267031,2146993860,738,0,9,3,0.0,17000.0,False,738,1,2,143 30 62 38 81,-1,,9,0,0.37954616101958344,0,7,6.0
299653,2146993860,886,0,10,3,1.0,17000.0,True,886,3,2,137 142 92 29,-1,,10,0,0.7991202346041055,0,7,7.0
327376,2146993860,904,0,11,1,0.0,16000.0,True,904,3,2,143 141 81 92,-1,,11,0,0.5129390018484289,0,7,7.0
356236,2146993860,10685,0,12,0,1.0,17000.0,True,10685,0,2,69 137 142 38 29,-1,,12,0,0.7976041340432195,0,7,8.0
386806,2146993860,951,0,13,0,1.0,16000.0,True,951,0,2,143 140 6 81 92,-1,,13,0,0.4620424440962826,0,7,9.0
437023,2146993860,279,0,14,0,1.0,15000.0,True,279,0,2,138 41 38 81,-1,,14,0,0.5114352602197011,0,7,10.0
484084,2146993860,983,0,15,3,0.0,16000.0,True,983,0,2,143 176 92 29,-1,,15,0,0.4497167138810198,0,7,10.0
523731,2146993860,10688,0,16,0,1.0,16000.0,True,10688,0,2,62 137 142 81 92,-1,,16,0,0.7799497566336945,0,7,11.0
554415,2146993860,290,0,17,1,1.0,17000.0,True,290,1,2,143 141 38 81,-1,,17,0,0.6687657430730478,0,7,12.0
586972,2146993860,538,0,18,1,1.0,14000.0,True,538,1,2,155 163 162 38 102,-1,,18,0,0.6134606639381537,0,7,13.0
680502,2146993860,4987,0,19,3,1.0,18000.0,True,4987,3,5,168,-1,,19,0,0.35676070038910507,1,8,14.0
701973,2146993860,6102,0,20,0,0.0,9000.0,True,6102,2,5,133,-1,,20,0,0.2635095874491575,1,9,14.0
732346,2146993860,4821,0,21,2,1.0,10000.0,True,4821,2,5,34,-1,,21,0,0.4864490298737296,1,10,15.0
749548,2146993860,9666,0,22,0,1.0,20000.0,True,9666,0,5,96,-1,,22,0,0.6056910569105691,1,11,16.0
771250,2146993860,6668,0,23,3,1.0,10000.0,True,6668,3,5,78,-1,,23,0,0.6413698158664601,1,12,17.0
832334,2146993860,4257,0,24,0,0.0,13000.0,True,4257,3,5,151,-1,,24,0,0.35398072117101037,1,13,17.0
864555,2146993860,6111,0,25,3,0.0,37000.0,True,6111,1,5,53,-1,,25,0,0.6019736842105263,1,14,17.0
884601,2146993860,9922,0,26,0,1.0,12000.0,True,9922,0,5,75,-1,,26,0,0.8213058419243986,1,15,18.0
909341,2146993860,4807,0,27,2,1.0,12000.0,True,4807,2,5,151,-1,,27,0,0.5292677498330737,1,16,19.0
942448,2146993860,6441,0,28,0,1.0,11000.0,True,6441,0,5,174,-1,,28,0,0.5587349397590361,1,17,20.0
40811260,2146993860,1202,0,29,1,1.0,26000.0,True,1202,1,2,143 62 20 92 102,-1,,29,0,0.7100782328578003,0,17,21.0
40854307,2146993860,10686,0,30,0,1.0,17000.0,True,10686,0,2,62 137 142 38 29,-1,,30,1,0.5550741665442797,0,17,22.0
40898783,2146993860,593,0,31,0,0.0,18000.0,True,593,1,2,143 71 38 29,-1,,31,1,0.4474295190713101,0,17,22.0
40946693,2146993860,405,0,32,0,0.0,15000.0,True,405,1,2,17 56 38 92,-1,,32,1,0.5928133514986376,0,17,22.0
40990896,2146993860,773,0,33,0,0.0,18000.0,True,773,1,2,138 41 38 102,-1,,33,1,0.5082946250829462,0,17,22.0
41029221,2146993860,10684,0,34,0,1.0,16000.0,True,10684,0,2,62 137 142 92 29,-1,,34,1,0.8647860688677015,0,17,23.0
41062255,2146993860,926,0,35,0,0.0,21000.0,True,926,3,2,155 163 162 81 29,-1,,35,1,0.6502683363148479,0,17,23.0
41102537,2146993860,996,0,36,0,1.0,15000.0,True,996,0,2,137 142 162 38 92,-1,,36,1,0.6841802492809205,0,17,24.0
41135645,2146993860,1131,0,37,0,1.0,17000.0,True,1131,0,2,143 20 38 29,-1,,37,1,0.602796052631579,0,17,25.0
41165447,2146993860,10687,0,38,1,1.0,16000.0,True,10687,1,2,62 137 142 81 92,-1,,38,1,0.8599374649242364,0,17,26.0
41302859,2146993860,4519,0,39,1,0.0,16000.0,True,4519,0,5,75,-1,,39,1,0.49027322404371587,1,18,26.0
41322083,2146993860,9137,0,40,2,1.0,14000.0,True,9137,2,5,53,-1,,40,1,0.7733333333333333,1,19,27.0
41338127,2146993860,5616,0,41,1,1.0,11000.0,True,5616,1,5,15,-1,,41,1,0.41840937896070973,1,20,28.0
41363140,2146993860,3859,0,42,1,0.0,6000.0,True,3859,2,5,43,-1,,42,1,0.33990410229088974,1,21,28.0
41390783,2146993860,3970,0,43,1,1.0,10000.0,True,3970,1,5,4,-1,,43,1,0.5727299441669116,1,22,29.0
41411604,2146993860,11425,0,44,2,1.0,12000.0,True,11425,2,5,79,-1,,44,1,0.85,1,23,30.0
41442084,2146993860,4254,0,45,2,0.0,8000.0,True,4254,1,5,96,-1,,45,1,0.297438330170778,1,24,30.0
41473638,2146993860,3647,0,46,1,1.0,23000.0,True,3647,1,5,55,-1,,46,1,0.4729891956782713,1,25,31.0
41494710,2146993860,4040,0,47,0,0.0,23000.0,True,4040,2,5,116,-1,,47,1,0.3691683569979716,1,26,31.0
41528963,2146993860,9139,0,48,2,1.0,13000.0,True,9139,2,5,53,-1,,48,1,0.7451403887688985,1,27,32.0
