,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tag,target_enc_user_id,shiftdiff_timestamp_by_user_id,shiftdiff_timestamp_by_user_id_cap200k,study_time,count_enc_user_id,previous_5_ans,target_enc_content_id,past5_timestamp_vslast,past20_timestamp_vslast,past50_answered_correctly_mean,past100_answered_correctly_mean,past5_content_type_id_mean,past15_content_type_id_mean,elapsed_time_content_id,diff_shiftdiff_elapsed_time,content_ua_table2_mean,content_ua_table2_sum,content_ua_table2_max,content_ua_table2_min,content_ua_table2_last,mean_shiftdiff_timestamp_by_user_id_cap200k_by_user_id,diff_mean_shiftdiff_timestamp_by_user_id_cap200k_by_user_id,mean_study_time_by_user_id,diff_mean_study_time_by_user_id,user_rate_sum_part_2,user_rate_mean_part_2,diff_rate_mean_target_enc_part_2,user_rate_sum_part_5,user_rate_mean_part_5,diff_rate_mean_target_enc_part_5,previous_answer_index_content_id,previous_answer_content_id,ql_table2_mean,ql_table2_sum,ql_table2_max,ql_table2_min,ql_table2_last,qq_table2_mean,qq_table2_sum,qq_table2_max,qq_table2_min,qq_table2_last,content_rating,user_id_rating,rating_diff_content_user_id,prev_ans_te,mean_shiftdiff_timestamp_by_user_id_cap200k_by_content_id,diff_mean_shiftdiff_timestamp_by_user_id_cap200k_by_content_id,mean_study_time_by_content_id,diff_mean_study_time_by_content_id,"['user_id', 'part']_rating","rating_diff_content_['user_id', 'part']","mean_shiftdiff_timestamp_by_user_id_cap200k_by_['user_id', 'part']","diff_mean_shiftdiff_timestamp_by_user_id_cap200k_by_['user_id', 'part']","mean_study_time_by_['user_id', 'part']","diff_mean_study_time_by_['user_id', 'part']",mean_shiftdiff_timestamp_by_user_id_cap200k_by_part,diff_mean_shiftdiff_timestamp_by_user_id_cap200k_by_part,mean_study_time_by_part,diff_mean_study_time_by_part,target_enc_previous_5_ans,te_mean,te_max,te_min,te_std,te_peak
timestamp,1.0,0.0022406476137567773,0.0611641648514874,,0.5902733224336226,0.0003264534139528834,0.017647412362328623,-0.00023694938690462194,0.17614132696164383,0.0611641648514874,0.06116398532338321,-0.0006930397538110678,0.014353575243895285,,0.07508699808118909,0.04719178475281471,0.04732598472142299,0.04777932804972559,0.5835585392031531,0.01221737091038534,0.06700793078142518,0.08216937010730523,0.16131955743157686,0.0561651486894928,0.06562102246412727,-0.005066991843217996,-0.00483700352675645,0.011551550684002803,0.04799271553252107,0.13564811467568164,0.24697659068104863,-0.08344662567037668,0.10773526139443115,0.11099958732158376,0.13760838225382552,-0.02549061842270191,0.13425258745100388,-0.01414355697626197,-0.18343487102884248,-0.01733478815003518,-0.052035644939086426,-0.06476764996515431,0.0058590292349267525,-0.031921619129411556,0.0031496457664616437,-0.0074059200900984945,0.022695452550881543,0.3324352470353416,0.050780751377368295,-0.01446658482752992,0.021665139519581374,0.07151917394678071,-0.035200132987357836,0.06642378224129837,0.07642463984500773,0.06851505191267095,-0.0405619248364194,-0.01485056791517733,-0.029244646047232516,0.17498419693316547,0.04507589634191361,0.023932378922152175,0.045546478463117594,0.02525584513717564,-0.035884530997557125,-0.028246286809564366,0.06982320848788595,-0.009725180193014113,0.06350401967199121,0.002591707910899863,0.015050948704486979,0.04839965289883832,0.01658062697828376,0.047065901286306666,0.0451153938699835,0.09292842911551077,0.05562256970435903,0.09457703150827769,-0.05594189667686478,-0.0561357835087682
user_id,0.0022406476137567773,1.0,6.609613614050098e-05,,0.002915690008293454,0.0007792130654756701,0.006028635340921224,-0.0004489621266574205,-0.007073935799760307,6.609613614050098e-05,6.112536081289544e-05,6.211827465904901e-05,-0.010784635934995972,,-0.007477276551068016,-0.0024259609648987555,0.022045809641152735,0.022602299016428778,0.01845463306712213,0.020952663796553108,-0.003351397394743352,-0.002579493249112862,-0.007264551332330322,0.018166769672670016,0.01922038836872236,0.000572774108399648,0.0013201965191564115,0.009777943357755725,0.021844535222084883,0.022902260431848766,0.009138989298324992,0.015058493150497019,0.01644138257728701,0.014043815907703329,0.03543463181108885,0.004760739053365825,0.03839957027307655,0.005995696203633856,-0.14028601997278825,-0.020999655666937105,-0.012433741696403659,-0.042076613011180417,0.0016971276099559064,0.0035655786390487464,-0.005345242781379514,-0.0034349527579415947,-0.003941552150093585,-0.0027624311854716403,-0.00018374050964112636,-0.008699131813358015,-0.0045487249735466605,-0.0018886650431144463,0.000688295581074801,-0.0013422289178837764,-0.0028176621923333557,-0.002048256003575108,0.0035254080099707545,0.031287019916955795,-0.013812592417631284,0.00687961851756264,0.025284912912193102,0.007560685276718627,0.026448868949202464,0.00817803677347675,0.023946233795907743,-0.011365599037657595,0.02680740637384717,0.0021547469380696197,0.027683614197489402,0.003647082486574104,0.024986213381287432,0.008578192634762926,0.0266320555707138,0.00880946918209147,0.006712405070216672,-0.0036756529623175787,-0.0013816566527662486,-0.0062385597856249005,0.005583941881010343,0.005552255038903547
content_id,0.0611641648514874,6.609613614050098e-05,1.0,,0.06949691039040869,0.008381419653211932,-0.020905234945770082,0.15550413261364182,0.01688361559255965,1.0,0.999999968799026,0.016654520300202803,0.5488647275261436,,0.007852407762137041,-0.006467399196111833,0.11832191512996083,0.07839073486239324,0.08104772531522829,0.06409962460274184,-0.06182977253578019,0.0008855152335006345,0.004523642867777945,-0.0060307394692827145,0.004777777725233138,-0.014136821801537495,-0.001985012253779111,0.43675969515803187,0.0725063310145762,-0.014088761066813053,0.044345412069509225,-0.04141305497752306,-0.010269740765811263,-0.021041789347833687,0.09230561595513688,0.08234620225624689,0.08120166663810782,0.04705632506263252,0.02046883192952681,0.03828598307071595,0.06988966504386229,0.029624378056432102,0.045371503158025656,0.09445119563116909,-0.037369611045140874,-0.048173193636548976,-0.07994634230104733,0.017011008031080504,-0.07247614445180221,-0.08488396448461538,-0.07763732556995769,-0.07837749994058066,-0.25533863550183616,-0.10115108116096319,-0.05944673673495372,-0.0812268018745562,0.08303821603800945,0.07758261636423056,0.0341460576329227,0.03960929570106018,0.18252200084151912,0.0014022707129522553,0.12679837154502013,0.0014036163883160092,0.08665177487346722,0.040802993077627074,0.14964119987809363,0.004826996056636765,0.10301070901140714,0.005463305642639885,0.18579743381698546,0.0058703355413971745,0.12436046239783913,0.007641505049728834,-0.021071849845863917,-0.04246112611462319,-0.00655511254969141,-0.06230283557888851,0.06410602828947008,0.06130512910823636
content_type_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
task_container_id,0.5902733224336226,0.002915690008293454,0.06949691039040869,,1.0,0.003484867352973901,0.018887359158350478,-0.021083501824951053,0.17015749256330231,0.06949691039040869,0.069487389773271,0.0016518043531255219,0.03487874249130297,,0.07895819097412445,-0.017267782157153754,0.028771844203616705,0.03391493396367476,0.9823619543006192,0.049659929241671764,0.06903066896445459,-0.029448823911138112,-0.05896277042789394,0.06900002276808823,0.08391015170551629,-0.02882867547657528,-0.04346626128517234,0.03878852019801602,0.025479230875622514,0.21183161757294147,0.27186695224487867,-0.07887728446617608,0.16780360051419027,0.1504201257797493,0.1293759102310221,-0.04202549544911292,0.12473553125216896,-0.024913712695887037,-0.3961859416981679,-0.01985507980952893,-0.05535601380617601,-0.2850790391123548,0.0025900030451658862,-0.03550422571254236,-0.003398798046329756,-0.01931448161941497,0.029148942403521647,0.5526447384954801,0.07333150456433364,-0.02885716531688926,0.030275827491653338,0.08034199142282128,-0.13379914272168444,0.06573240569924334,0.09360515754137262,0.075322590653332,-0.03129693235764404,0.01872048776062093,-0.0390186543877797,0.2017904695457336,0.09864867879781232,-0.04507007562790471,0.10012066408934264,-0.034191558642142676,-0.02531004005621671,-0.030529354467426124,0.07459741963727547,-0.04349597263891715,0.06696876003599612,-0.020644098812949548,0.06998238557447455,-0.017845900698274544,0.07274618503002142,-0.010259921754067508,0.044104924004269436,0.09582639859877312,0.061028379581800504,0.09981276903404292,-0.05742219422238248,-0.05736234401174828
user_answer,0.0003264534139528834,0.0007792130654756701,0.008381419653211932,,0.003484867352973901,1.0,0.005713985238833791,0.013752919589401748,-0.0014645260648424496,0.008381419653211932,0.008377808825129942,0.5151716272292023,0.02949953211746344,,0.0065505727928810015,0.0014295926030746587,0.027633198435219504,0.02408166466537402,0.005388588005982354,0.02317225255015271,-0.014268938262040462,0.0005773085707823836,-0.000994206508982962,0.006457135828687145,0.008239969191973335,0.001975659885126936,0.002123139348933191,0.04036104489574459,0.024109126936559214,0.01380757948470541,-0.0032964691974709825,0.015350472935252128,0.007903056304768397,0.0037095549927040534,0.01507978807887285,0.02299008655637511,0.014023101004210078,0.01997404057612699,0.0009972260686128822,0.004802165798704072,0.01026081065076413,0.0016632751398918133,0.006225817387234248,0.009907563202269773,-0.00022838456131789664,5.4489755941874635e-05,-0.006610131245264897,0.0046020703798271174,-0.005556775727135067,-0.007860996794846928,-0.006412499444560705,-0.007877018689997071,-0.011088916604109116,-0.009000444017298955,-0.007959533221335344,-0.008456387082486718,0.015109153100397142,0.011033045916347763,0.007894149209969913,-0.009351197135337566,0.0340996405609153,0.007463146375497363,0.032146893894616696,0.005663480963830031,0.007992299520034938,0.00870755853251814,0.03279722762073161,0.0036412140602245326,0.03020943323066762,0.003152625546682562,0.033987151186010416,0.008678832785378407,0.03201093249341936,0.00678232749916787,-0.0003431816700767066,-0.007146713247754572,-0.006228851194243596,-0.006445617131403787,0.0011512173557750897,0.0018545386350889807
answered_correctly,0.017647412362328623,0.006028635340921224,-0.020905234945770082,,0.018887359158350478,0.005713985238833791,1.0,-0.008258890502920316,0.09787460787759773,-0.020905234945770082,-0.020904660386918242,-0.01799743818770916,-0.07287576333795617,,0.1866029961581681,-0.007172983420196199,-0.03344224215432432,-0.03222319312426941,0.023273865667559186,0.023920010501587523,0.36272347996873455,-0.0067754993297607724,-0.011431990807234543,0.20098731295799896,0.2007421480286868,0.023115974387474824,0.013307555301150985,-0.060017946262961905,-0.027876748318095185,0.11242390597566407,0.12034091375439956,-0.02423724420275035,0.08719638394068502,0.13458073560951492,0.05740772927986613,-0.07172545565554514,0.06453365560059918,-0.06881253523016295,0.05156881615650693,0.08917190352739747,-0.17053361217407464,0.07065179719343848,0.12077325223053811,-0.18912692201933978,0.05268185523167326,0.07200506624071461,0.3698991265865479,0.06275433480932475,0.36491916419871173,0.3708966988295905,0.3686189153552576,0.390594617193885,0.16026609612418075,0.38488763553019834,0.3874678885160317,0.388396247350618,-0.3477944216207833,0.16756757168857345,-0.4115400671905851,0.45740713966618674,0.005352802144200406,-0.04804578487406488,0.008286579718927586,-0.04701992747592588,0.14848965228351965,-0.4059695344472365,0.0364086541909732,-0.0933731029826506,0.04231150181916256,-0.08918875029543168,-0.003490625097139105,-0.03975299211746528,0.0011997417486921728,-0.04060938957328629,0.17344784351455983,0.38062078138587024,0.3233453401764659,0.33491970310042957,-0.09946447596226433,-0.0966148633915505
prior_question_elapsed_time,-0.00023694938690462194,-0.0004489621266574205,0.15550413261364182,,-0.021083501824951053,0.013752919589401748,-0.008258890502920316,1.0,-0.004230543243182783,0.15550413261364182,0.15547065772495502,0.011791405115330361,0.2371407511506525,,-0.01855220173627913,0.004939146978090202,0.28936411488986147,0.007875426225862276,-0.010427789622434801,0.11953160546542638,-0.020647233835564188,-0.0012513420333999787,-0.00656542604311224,-0.018384146036491546,-0.011955547920864859,-0.0049237393169102245,0.007178787793307469,0.27269047552364867,0.2698666050334408,0.02399280156677847,0.0332992933040332,-0.005738841129839464,0.002421642902273226,0.011282444158704144,0.227817599738434,0.20067136509078887,0.16910598428670803,-0.07588510335724549,0.012621699759216015,-0.00850000363699549,0.006780100390333661,0.016352071458568106,-0.006153610796249466,0.015772692925285745,-0.044593492899065335,-0.05149343261897868,-0.040982328252442114,-0.00511071374606062,-0.03757632006968008,-0.04612824117291827,-0.04131674337874136,-0.02365718038735365,-0.024598831050901934,-0.02533916001458846,-0.026781451005801534,-0.025446268804627473,0.029681912706342038,0.019808645610829213,0.016490455953494916,0.06266469265647447,0.20833030977018163,0.20223344441675975,0.18119358998433646,-0.12911358781416876,0.0017439857464372093,0.014797339736234651,0.2914269899447598,0.09949266305127522,0.20246652276975713,-0.19596331678146642,0.20583720449740397,0.2068671429157995,0.1802373035623495,-0.11937985940237232,-0.04500295649871127,-0.03645273659029434,-0.02791316753085347,-0.029513564895698705,0.009213101774400358,0.008964928172708208
prior_question_had_explanation,0.17614132696164383,-0.007073935799760307,0.01688361559255965,,0.17015749256330231,-0.0014645260648424496,0.09787460787759773,-0.004230543243182783,1.0,0.01688361559255965,0.016900116433611417,-0.018759101933680324,-0.030731690316116885,,0.22774421214316568,-0.030493231077816797,0.055132900581088794,0.048940449850063766,0.16382801178158335,-0.05957729082405649,0.20864694335006814,-0.015890409078010804,-0.008662745073112862,0.22107547484712134,0.22503644938308448,0.06997645745230255,0.13045914402205827,0.0007493733978810708,0.05738896254986305,0.2654852511417545,0.6644765230492159,-0.3548180768830567,0.19152906419407265,0.40895863671469246,0.31123440747881215,-0.11727458116273885,0.2862138521806098,-0.0896164191194938,-0.03576490727894031,0.009721060895934388,-0.1557784822185524,-0.021754369800165502,0.05643043699161817,-0.08944201252583737,0.07268640169619296,0.07812034218067541,-0.014048075354285847,-0.02839109802071444,-0.015817226737410657,-0.011137599099309163,-0.014402028021316,0.26101379766351646,0.23856785425076718,0.2731810938929143,0.24808841253140143,0.254198835380125,-0.13024510167538478,0.07585961593641151,-0.16126347746273795,0.41395081558876,0.06936431744625209,0.013777445017055317,0.06672379792675831,0.010439048090622377,0.01055969874004813,-0.15181027834148944,0.1229062603954256,-0.05992161552679807,0.1023662165174211,-0.035672906061469216,-0.09184789028489244,0.14138022767234656,-0.08941853644581259,0.12440933467350662,0.23608871297170228,0.3025518833594054,0.17063775239048365,0.29994378189927245,-0.19086899819686332,-0.18269141911739395
question_id,0.0611641648514874,6.609613614050098e-05,1.0,,0.06949691039040869,0.008381419653211932,-0.020905234945770082,0.15550413261364182,0.01688361559255965,1.0,0.999999968799026,0.016654520300202803,0.5488647275261436,,0.007852407762137041,-0.006467399196111833,0.11832191512996083,0.07839073486239324,0.08104772531522829,0.06409962460274184,-0.06182977253578019,0.0008855152335006345,0.004523642867777945,-0.0060307394692827145,0.004777777725233138,-0.014136821801537495,-0.001985012253779111,0.43675969515803187,0.0725063310145762,-0.014088761066813053,0.044345412069509225,-0.04141305497752306,-0.010269740765811263,-0.021041789347833687,0.09230561595513688,0.08234620225624689,0.08120166663810782,0.04705632506263252,0.02046883192952681,0.03828598307071595,0.06988966504386229,0.029624378056432102,0.045371503158025656,0.09445119563116909,-0.037369611045140874,-0.048173193636548976,-0.07994634230104733,0.017011008031080504,-0.07247614445180221,-0.08488396448461538,-0.07763732556995769,-0.07837749994058066,-0.25533863550183616,-0.10115108116096319,-0.05944673673495372,-0.0812268018745562,0.08303821603800945,0.07758261636423056,0.0341460576329227,0.03960929570106018,0.18252200084151912,0.0014022707129522553,0.12679837154502013,0.0014036163883160092,0.08665177487346722,0.040802993077627074,0.14964119987809363,0.004826996056636765,0.10301070901140714,0.005463305642639885,0.18579743381698546,0.0058703355413971745,0.12436046239783913,0.007641505049728834,-0.021071849845863917,-0.04246112611462319,-0.00655511254969141,-0.06230283557888851,0.06410602828947008,0.06130512910823636
