timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,bundle_id,correct_answer,part,tags,tag,type_of,target_enc_content_id,rate,content_id_shift1,is_same,part_shift1,content_id_shift2,part_shift2,content_id_shift3,part_shift3,content_id_shift4,part_shift4,content_id_shift5,part_shift5,content_id_shift6,part_shift6,content_id_shift7,part_shift7,content_id_shift8,part_shift8,content_id_shift9,part_shift9,content_id_shift10,part_shift10,content_id_shift11,part_shift11,content_id_shift12,part_shift12,content_id_shift13,part_shift13,content_id_shift14,part_shift14,content_id_shift15,part_shift15
0,1283420,3822,0,0,1,1.0,,,3822,1,5,8,-1,,,,-1.0,False,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
29795,1283420,638,0,1,0,1.0,11000.0,False,638,0,2,143 176 6 38 92,-1,,0.7142857142857143,0.2857142857142857,3822.0,False,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
91982,1283420,4231,0,2,0,0.0,28000.0,False,4231,1,5,89,-1,,1.0,-1.0,638.0,False,2.0,3822.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
117342,1283420,7978,0,3,3,0.0,60000.0,False,7978,1,1,131 104 29,-1,,,,4231.0,False,5.0,638.0,2.0,3822.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
145733,1283420,8225,0,4,1,1.0,23000.0,False,8225,1,5,8,-1,,0.0,1.0,7978.0,False,1.0,4231.0,5.0,638.0,2.0,3822.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
192424,1283420,5608,0,5,0,0.0,26000.0,False,5608,1,5,72,-1,,,,8225.0,False,5.0,7978.0,1.0,4231.0,5.0,638.0,2.0,3822.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
225564,1283420,9715,0,6,1,0.0,45000.0,False,9715,2,5,55,-1,,,,5608.0,False,5.0,8225.0,5.0,7978.0,1.0,4231.0,5.0,638.0,2.0,3822.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
269263,1283420,4544,0,7,2,1.0,31000.0,False,4544,2,5,55,-1,,,,9715.0,False,5.0,5608.0,5.0,8225.0,5.0,7978.0,1.0,4231.0,5.0,638.0,2.0,3822.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
308012,1283420,4730,0,8,3,0.0,42000.0,False,4730,0,5,8,-1,,,,4544.0,False,5.0,9715.0,5.0,5608.0,5.0,8225.0,5.0,7978.0,1.0,4231.0,5.0,638.0,2.0,3822.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
359511,1283420,5170,0,9,3,0.0,36000.0,False,5170,1,5,173,-1,,,,4730.0,False,5.0,4544.0,5.0,9715.0,5.0,5608.0,5.0,8225.0,5.0,7978.0,1.0,4231.0,5.0,638.0,2.0,3822.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
