,timestamp,content_id,content_type_id,task_container_id,prior_question_elapsed_time,prior_question_had_explanation,bundle_id,correct_answer,part,tag,tags1,tags2,target_enc_user_id,count_enc_user_id,user_count_bin,first_column_content_id,first_column_part,target_enc_content_id,content_rate_sum_user_id,content_rate_mean_user_id,content_level_user_id,diff_content_level_target_enc_user_id,diff_rate_mean_target_emc_user_id,prior_question_elapsed_time_bin,shiftdiff_timestamp_by_user_id,shiftdiff_content_id_by_user_id,mean_prior_question_elapsed_time_by_user_id,diff_mean_prior_question_elapsed_time_by_user_id,user_rate_sum_content_id,user_rate_mean_content_id,user_level_content_id,diff_user_level_target_enc_content_id,diff_rate_mean_target_emc_content_id,mean_content_level_user_id_by_user_id,diff_mean_content_level_user_id_by_user_id,user_rate_sum_part_2,user_rate_mean_part_2,diff_rate_mean_target_enc_part_2,user_rate_sum_part_5,user_rate_mean_part_5,diff_rate_mean_target_enc_part_5,mean_target_enc_content_id_by_user_id,diff_mean_target_enc_content_id_by_user_id,previous_answer_content_id,previous_answer_index_content_id,mean_prior_question_elapsed_time_by_content_id,diff_mean_prior_question_elapsed_time_by_content_id,mean_target_enc_user_id_by_content_id,diff_mean_target_enc_user_id_by_content_id,target_enc_part,mean_target_enc_user_id_by_part,diff_mean_target_enc_user_id_by_part,"target_enc_['user_id',_'prior_question_had_explanation']","target_enc_['user_id',_'part']","mean_target_enc_content_id_by_['user_id',_'part']","diff_mean_target_enc_content_id_by_['user_id',_'part']","target_enc_['content_id',_'prior_question_had_explanation']","mean_target_enc_user_id_by_['content_id',_'prior_question_had_explanation']","diff_mean_target_enc_user_id_by_['content_id',_'prior_question_had_explanation']",target_enc_user_count_bin,mean_target_enc_content_id_by_user_count_bin,diff_mean_target_enc_content_id_by_user_count_bin,user_rate_sum_user_count_bin_0,user_rate_mean_user_count_bin_0,diff_rate_mean_target_enc_user_count_bin_0,"target_enc_['user_id',_'user_count_bin']","target_enc_['content_id',_'user_count_bin']","target_enc_['prior_question_had_explanation',_'user_count_bin']",mean_target_enc_content_id_by_first_column_content_id,diff_mean_target_enc_content_id_by_first_column_content_id,mean_target_enc_content_id_by_first_column_part,diff_mean_target_enc_content_id_by_first_column_part,mean_target_enc_user_id_by_tags1,diff_mean_target_enc_user_id_by_tags1,mean_target_enc_user_id_by_tags2,diff_mean_target_enc_user_id_by_tags2,mean_target_enc_user_id_by_prior_question_had_explanation,diff_mean_target_enc_user_id_by_prior_question_had_explanation,"target_enc_['part',_'prior_question_elapsed_time_bin']",user_id,tags
0,0,5729,0,0,,-1,5729.0,2.0,5,-1.0,8,-1,,0,0,5729,5,0.5592508,-261.8407,-0.102803566,22941.074,,,255,0,5729,,,,,,,,,,,,,,,,,,-99,-99,24626.637,,0.6490217,,0.61008793,0.644813,,,,,,0.39130434,0.0,,0.50985926,0.5619505,-0.0026997328,,,,,0.41895604,0.6800915,0.6649548,-0.10570401,0.66216147,-0.1029107,0.6425749,,0.6584239,,0.0,,0.5669048,275030867,8
1,13309898705,12010,0,4427,19000.0,1,12010.0,0.0,2,-1.0,90,100,0.7091748,5359,4,3927,5,0.8300908,259.47028,0.16826867,37892.9,37892.188,-0.54090613,4,184627,1326,19566.002,-566.00195,542.0352,0.10425759,0.6137012,-0.2163896,-0.72583324,0.6768966,37892.223,122.26187,0.0767013,-0.75338954,348.04175,0.15899578,-0.671095,0.6137012,0.2163896,-99,-99,18999.783,0.21679688,0.66182214,0.04735267,0.70869404,0.6580274,0.0511474,0.7090484,0.7898369,0.7171192,0.112971604,0.8300781,0.6616695,0.04750532,0.6967359,0.6797117,0.15037912,-2.2152014,-0.07145811,-0.9015489,0.7162098,0.8582474,0.69610095,0.64510775,0.18498307,0.66216147,0.16792935,0.65701896,0.052155852,0.65733963,0.05183518,0.65275776,0.056417048,0.7075594,554169193,90 100 92 29
2,4213672059,457,0,240,17000.0,1,457.0,1.0,2,-1.0,143,105,0.541502,265,2,4424,5,0.83863,3556.896,0.23117743,3797.7166,3797.175,-0.31032455,4,299297,-349,24177.842,-7177.842,-54.84465,-0.21677727,0.76967674,-0.068953276,-1.0554073,0.6840297,3797.0325,-39.909092,-0.22420838,-1.0628384,-4.8464303,-0.16154768,-1.0001777,0.7696767,0.068953335,-99,-99,18699.531,-1699.5312,0.6074026,-0.065900624,0.70869404,0.6580274,-0.11652541,0.5495868,0.5449438,0.78535193,0.05327809,0.8401805,0.6098594,-0.06835741,0.6577704,0.6669934,0.17163664,-10.393215,-0.34644052,-1.1850705,0.5769231,0.82540864,0.65943736,0.63827,0.20036,0.66216147,0.17646855,0.6458755,-0.104373515,0.64732635,-0.10582435,0.65275776,-0.111255765,0.7075594,1720860329,143 105 38 29
3,62798072960,13262,0,266,23000.0,1,13262.0,3.0,5,-1.0,96,-1,0.6849817,277,2,7900,1,0.82426304,162.74545,0.18451865,66248.08,66247.39,-0.50046307,5,72252433,1350,20037.531,2962.4688,-0.85267425,-0.0031233488,0.6881051,-0.13615793,-0.8273864,0.6312208,66247.445,-1.9666204,-0.029352544,-0.8536156,1.8113885,0.009952684,-0.8143104,0.68810505,0.13615799,-99,-99,26148.146,-3148.1465,0.6397444,0.045237303,0.61008793,0.644813,0.040168703,0.7231405,0.72527474,0.7153221,0.10894096,0.8244014,0.6393605,0.045621216,0.6577704,0.6669934,0.15726966,-1.405855,-0.04535016,-0.8696132,0.72254336,0.80927837,0.65943736,0.6604025,0.16386056,0.66079265,0.16347039,0.64062256,0.044359148,0.6584239,0.026557803,0.65275776,0.03222394,0.60476273,288641214,96
4,10585422061,6119,0,162,72400.0,1,6119.0,2.0,5,-1.0,54,-1,0.5724382,290,2,6000,5,0.4463811,-10888.43,-0.18118997,972.386,971.81354,-0.75362813,7,67009619,-5749,46624.844,25775.156,-7.1597376,-0.025299426,0.6062879,0.1599068,-0.47168052,0.6674016,971.71857,,,,-10.51399,-0.09918859,-0.54556966,0.6062879,-0.1599068,-99,-99,25054.943,47345.055,0.62681824,-0.05438006,0.61008793,0.644813,-0.07237482,0.575188,0.4528302,0.5682131,-0.12183201,0.44696727,0.62852913,-0.05609095,0.6577704,0.6669934,-0.22061229,-1.1758001,-0.039193336,-0.48557442,0.5652174,0.4571876,0.65943736,0.6593233,-0.21294218,0.66216147,-0.21578038,0.62499213,-0.05255395,0.6584239,-0.08598572,0.65275776,-0.08031958,0.5954443,1728340777,54
5,18020362258,12023,0,4424,18000.0,1,12023.0,1.0,2,-1.0,2,107,0.7904317,6282,4,5063,5,0.5445545,-184.7163,-0.121924944,38568.23,38567.44,-0.9123566,4,173642470,11819,26839.031,-8839.031,407.15936,0.06558624,0.7284226,0.18386811,-0.47896823,0.6728028,38567.56,194.94887,0.10758767,-0.4369668,12.071614,0.026357237,-0.51819724,0.7284226,-0.18386811,-99,-99,18854.686,-854.68555,0.6664794,0.12395227,0.70869404,0.6580274,0.13240427,0.78869945,0.8421634,0.73679453,-0.19224006,0.5444887,0.6664718,0.1239599,0.6967359,0.6797117,-0.13515723,-0.90053576,-0.02904954,-0.573604,0.7947096,0.5344828,0.69610095,0.68424517,-0.1396907,0.66216147,-0.117607,0.65000755,0.14042413,0.64935386,0.14107782,0.65275776,0.13767391,0.7075594,1364159702,2 107 92 29
6,2325432079,574,0,1367,18000.0,1,574.0,0.0,2,-1.0,143,141,0.5636183,2028,4,5155,5,0.7342805,853.059,0.066969626,4587.186,4586.6226,-0.49664867,4,202134,-11694,29521.273,-11521.273,-277.81577,-0.13807942,0.7044469,-0.029833615,-0.87235993,0.6602325,4586.526,-85.3722,-0.1958078,-0.93008834,-52.120655,-0.110425115,-0.84470564,0.7044469,0.029833615,-99,-99,18689.963,-689.9629,0.6672377,-0.1036194,0.70869404,0.6580274,-0.09440911,0.565,0.5412844,0.74246913,-0.008188605,0.7354931,0.6684875,-0.10486919,0.6967359,0.6797117,0.054568827,-9.326111,-0.3008423,-1.0351229,0.57853657,0.75559765,0.69610095,0.6659693,0.068311214,0.66216147,0.07211906,0.6458755,-0.08225721,0.65058184,-0.086963534,0.65275776,-0.08913946,0.7075594,1521618396,143 141 38 29
7,39456940781,12043,0,5314,17000.0,1,12043.0,3.0,2,-1.0,143,114,0.55461234,5348,4,4005,5,0.82902586,254.10588,0.16839355,38721.57,38721.016,-0.3862188,4,384674701,6485,18073.521,-1073.5215,-687.3849,-0.12967078,0.6866849,-0.14234096,-0.95869666,0.6457477,38720.926,-220.77168,-0.13494602,-0.96397185,-461.73856,-0.12908542,-0.9581113,0.6866849,0.14234096,-99,-99,19036.06,-2036.0605,0.6606323,-0.106019974,0.70869404,0.6580274,-0.10341507,0.5539568,0.59352076,0.72995776,0.099068105,0.8303393,0.66090566,-0.10629332,0.6967359,0.6797117,0.14931417,-2.9545903,-0.09530937,-0.92433524,0.56628174,0.83396703,0.69610095,0.66734225,0.16168362,0.66216147,0.1668644,0.6458755,-0.091263175,0.65590036,-0.10128802,0.65275776,-0.098145425,0.7075594,1317245193,143 114 38 29
8,3460555189,7910,0,532,21000.0,1,7910.0,2.0,1,-1.0,10,178,0.7486559,752,3,5818,5,0.6307395,-416.188,-0.0111764325,1569.1804,1568.4318,-0.7598323,5,246422,-2624,30053.3,-9053.301,114.23338,0.1535395,0.5977455,-0.032994032,-0.47720003,0.6556046,1568.5248,10.6717415,0.12554991,-0.5051896,47.608086,0.18171026,-0.44902927,0.5977455,0.032994032,-99,-99,23469.154,-2469.1543,0.641861,0.106794894,0.74503237,0.661143,0.08751291,0.75034297,0.6966292,0.58564925,0.045090258,0.6357046,0.64495534,0.10370058,0.67226285,0.6725181,-0.041778564,-2.5537975,-0.08238057,-0.7131201,0.7842227,0.6638245,0.6719869,0.66633093,-0.035591424,0.66216147,-0.03142196,0.6705338,0.07812214,0.6532416,0.09541434,0.65275776,0.09589815,0.738692,1700555100,10 178 92
9,2214770464,7908,0,393,21000.0,1,7908.0,1.0,1,-1.0,131,93,0.5355372,629,3,3704,5,0.61241436,-686.7131,-0.038267653,3256.1665,3255.6309,-0.57380486,5,37118438,946,28069.29,-7069.289,-21.833258,-0.03608803,0.5855743,-0.026840031,-0.6485024,0.67034274,3255.496,-0.6121835,-0.05101529,-0.6634297,-19.62068,-0.0981034,-0.71051776,0.5855744,0.026839972,-99,-99,23254.418,-2254.418,0.650622,-0.11508483,0.74503237,0.661143,-0.12560582,0.5393635,0.6507937,0.7054437,-0.09302932,0.6187456,0.6519237,-0.11638653,0.67226285,0.6725181,-0.060103714,-4.1409016,-0.13357748,-0.7459918,0.53156143,0.63488036,0.6719869,0.655618,-0.043203652,0.66216147,-0.04974711,0.635647,-0.100109816,0.4938157,0.041721493,0.65275776,-0.11722058,0.738692,998511398,131 93 38
