timestamp,user_id,content_id,content_type_id,task_container_id,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,bundle_id,correct_answer,part,tag,previous_answer_content_id,previous_answer_index_content_id
0,24600,7900,0,0,1.0,,-1,7900,0,1,-1,-99,-99
25379,24600,7876,0,1,0.0,24000.0,0,7876,3,1,-1,-99,-99
50137,24600,175,0,2,1.0,23000.0,0,175,2,1,-1,-99,-99
70181,24600,1278,0,3,1.0,22000.0,0,1278,3,2,-1,-99,-99
148601,24600,2064,0,4,0.0,18000.0,0,2063,1,3,-1,-99,-99
148601,24600,2065,0,4,1.0,18000.0,0,2063,2,3,-1,-99,-99
148601,24600,2063,0,4,0.0,18000.0,0,2063,0,3,-1,-99,-99
219354,24600,3364,0,5,0.0,24333.0,0,3363,1,4,-1,-99,-99
219354,24600,3365,0,5,0.0,24333.0,0,3363,2,4,-1,-99,-99
219354,24600,3363,0,5,0.0,24333.0,0,3363,3,4,-1,-99,-99
269785,24600,2947,0,6,0.0,22000.0,0,2946,1,4,-1,-99,-99
269785,24600,2946,0,6,0.0,22000.0,0,2946,3,4,-1,-99,-99
269785,24600,2948,0,6,0.0,22000.0,0,2946,0,4,-1,-99,-99
333047,24600,2595,0,7,0.0,15333.0,0,2593,0,4,-1,-99,-99
333047,24600,2594,0,7,0.0,15333.0,0,2593,2,4,-1,-99,-99
333047,24600,2593,0,7,0.0,15333.0,0,2593,3,4,-1,-99,-99
345372,24600,4492,0,8,0.0,19000.0,0,4492,2,5,-1,-99,-99
356521,24600,4120,0,9,0.0,10000.0,0,4120,0,5,-1,-99,-99
365712,24600,4696,0,10,1.0,9000.0,0,4696,0,5,-1,-99,-99
382772,24600,6116,0,11,0.0,7000.0,0,6116,3,5,-1,-99,-99
392297,24600,6173,0,12,0.0,15000.0,0,6173,2,5,-1,-99,-99
436800,24600,6370,0,13,0.0,8000.0,0,6370,2,5,-1,-99,-99
578220,24600,6880,0,14,0.0,42000.0,0,6877,0,6,-1,-99,-99
578220,24600,6877,0,14,0.0,42000.0,0,6877,2,6,-1,-99,-99
578220,24600,6878,0,14,0.0,42000.0,0,6877,1,6,-1,-99,-99
578220,24600,6879,0,14,0.0,42000.0,0,6877,2,6,-1,-99,-99
787980,24600,7217,0,15,1.0,34500.0,0,7216,2,7,-1,-99,-99
787980,24600,7219,0,15,0.0,34500.0,0,7216,2,7,-1,-99,-99
787980,24600,7218,0,15,0.0,34500.0,0,7216,2,7,-1,-99,-99
787980,24600,7216,0,15,0.0,34500.0,0,7216,3,7,-1,-99,-99
890939,24600,4476,0,16,1.0,51250.0,0,4476,1,5,-1,-99,-99
916976,24600,4981,0,17,1.0,19000.0,1,4981,0,5,-1,-99,-99
936554,24600,6172,0,18,1.0,21000.0,1,6172,1,5,-1,-99,-99
956298,24600,9887,0,19,0.0,15000.0,1,9887,3,5,-1,-99,-99
980786,24600,5028,0,20,1.0,12000.0,1,5028,1,5,-1,-99,-99
1014010,24600,4716,0,21,1.0,16000.0,1,4716,1,5,-1,-99,-99
1058119,24600,3719,0,22,0.0,10000.0,1,3719,3,5,-1,-99,-99
1099651,24600,9821,0,23,0.0,13000.0,1,9821,3,5,-1,-99,-99
1161098,24600,4473,0,24,0.0,27000.0,1,4473,1,5,-1,-99,-99
1201410,24600,4108,0,25,0.0,54000.0,1,4108,0,5,-1,-99,-99
1326986,24600,646,0,26,1.0,29000.0,1,646,3,2,-1,-99,-99
0,108310,3734,0,0,0.0,,-1,3734,3,5,-1,-99,-99
29719,108310,4276,0,1,1.0,12000.0,0,4276,1,5,-1,-99,-99
47195,108310,3654,0,2,1.0,26000.0,0,3654,3,5,-1,-99,-99
68016,108310,4026,0,3,0.0,15000.0,0,4026,3,5,-1,-99,-99
84946,108310,6435,0,4,0.0,18000.0,0,6435,2,5,-1,-99,-99
95092,108310,6659,0,5,0.0,15000.0,0,6659,3,5,-1,-99,-99
109184,108310,4554,0,6,1.0,8000.0,0,4554,1,5,-1,-99,-99
214210,108310,4476,0,7,1.0,11000.0,0,4476,1,5,-1,-99,-99
229856,108310,6325,0,8,1.0,10000.0,1,6325,3,5,-1,-99,-99
247057,108310,5001,0,9,1.0,8000.0,1,5001,1,5,-1,-99,-99
260493,108310,9446,0,10,1.0,9000.0,1,9446,1,5,-1,-99,-99
279543,108310,4491,0,11,1.0,6000.0,1,4491,3,5,-1,-99,-99
320094,108310,5708,0,12,0.0,12000.0,1,5708,2,5,-1,-99,-99
342718,108310,4467,0,13,1.0,30000.0,1,4467,2,5,-1,-99,-99
360410,108310,9626,0,14,1.0,11000.0,1,9626,0,5,-1,-99,-99
380275,108310,3639,0,15,1.0,11000.0,1,3639,0,5,-1,-99,-99
400224,108310,5616,0,16,0.0,12000.0,1,5616,1,5,-1,-99,-99
739013,108310,7975,0,17,0.0,12000.0,1,7975,3,1,-1,-99,-99
772110,108310,7967,0,18,1.0,26000.0,1,7967,2,1,-1,-99,-99
803201,108310,7905,0,19,0.0,23000.0,1,7905,2,1,-1,-99,-99
825961,108310,10482,0,20,1.0,22000.0,1,10482,0,1,-1,-99,-99
854066,108310,7957,0,21,1.0,15000.0,1,7957,2,1,-1,-99,-99
885048,108310,7981,0,22,0.0,22000.0,1,7981,1,1,-1,-99,-99
913800,108310,76,0,23,1.0,23000.0,1,76,3,1,-1,-99,-99
937341,108310,10551,0,24,1.0,22000.0,1,10551,2,1,-1,-99,-99
963486,108310,163,0,25,1.0,17000.0,1,163,3,1,-1,-99,-99
981162,108310,7901,0,26,1.0,21000.0,1,7901,1,1,-1,-99,-99
1009688,108310,7887,0,27,1.0,10000.0,1,7887,3,1,-1,-99,-99
1063881,108310,689,0,28,1.0,18000.0,1,689,1,2,-1,-99,-99
1089124,108310,436,0,29,1.0,8000.0,1,436,3,2,-1,-99,-99
1113284,108310,1192,0,30,1.0,19000.0,1,1192,0,2,-1,-99,-99
1140519,108310,10686,0,31,1.0,17000.0,1,10686,0,2,-1,-99,-99
0,138650,7900,0,0,0.0,,-1,7900,0,1,-1,-99,-99
24190,138650,7876,0,1,0.0,22000.0,0,7876,3,1,-1,-99,-99
50312,138650,175,0,2,0.0,21000.0,0,175,2,1,-1,-99,-99
69674,138650,1278,0,3,1.0,23000.0,0,1278,3,2,-1,-99,-99
172637,138650,2063,0,4,0.0,16000.0,0,2063,0,3,-1,-99,-99
172637,138650,2065,0,4,1.0,16000.0,0,2063,2,3,-1,-99,-99
172637,138650,2064,0,4,1.0,16000.0,0,2063,1,3,-1,-99,-99
241324,138650,3365,0,5,1.0,32666.0,0,3363,2,4,-1,-99,-99
241324,138650,3364,0,5,1.0,32666.0,0,3363,1,4,-1,-99,-99
241324,138650,3363,0,5,1.0,32666.0,0,3363,3,4,-1,-99,-99
330490,138650,2948,0,6,0.0,21333.0,0,2946,0,4,-1,-99,-99
330490,138650,2947,0,6,1.0,21333.0,0,2946,1,4,-1,-99,-99
330490,138650,2946,0,6,1.0,21333.0,0,2946,3,4,-1,-99,-99
425059,138650,2595,0,7,1.0,27666.0,0,2593,0,4,-1,-99,-99
425059,138650,2593,0,7,1.0,27666.0,0,2593,3,4,-1,-99,-99
425059,138650,2594,0,7,0.0,27666.0,0,2593,2,4,-1,-99,-99
444460,138650,4492,0,8,0.0,29666.0,0,4492,2,5,-1,-99,-99
462337,138650,4120,0,9,0.0,16000.0,0,4120,0,5,-1,-99,-99
476474,138650,4696,0,10,1.0,15000.0,0,4696,0,5,-1,-99,-99
498450,138650,6116,0,11,1.0,11000.0,0,6116,3,5,-1,-99,-99
542689,138650,6173,0,12,1.0,19000.0,0,6173,2,5,-1,-99,-99
565923,138650,6370,0,13,1.0,41000.0,0,6370,2,5,-1,-99,-99
678556,138650,6911,0,14,1.0,20000.0,0,6908,3,6,-1,-99,-99
678556,138650,6910,0,14,1.0,20000.0,0,6908,3,6,-1,-99,-99
678556,138650,6908,0,14,1.0,20000.0,0,6908,0,6,-1,-99,-99
678556,138650,6909,0,14,1.0,20000.0,0,6908,0,6,-1,-99,-99
986559,138650,7216,0,15,0.0,27000.0,0,7216,3,7,-1,-99,-99
986559,138650,7219,0,15,0.0,27000.0,0,7216,2,7,-1,-99,-99
986559,138650,7217,0,15,1.0,27000.0,0,7216,2,7,-1,-99,-99
986559,138650,7218,0,15,1.0,27000.0,0,7216,2,7,-1,-99,-99
1187541,138650,4123,0,16,1.0,75500.0,0,4123,0,5,-1,-99,-99
1242520,138650,6259,0,17,0.0,5000.0,1,6259,2,5,-1,-99,-99
1290718,138650,5339,0,18,0.0,35000.0,1,5339,2,5,-1,-99,-99
1324586,138650,9073,0,19,1.0,23000.0,1,9073,0,5,-1,-99,-99
1354709,138650,5192,0,20,1.0,18000.0,1,5192,1,5,-1,-99,-99
1394276,138650,4021,0,21,1.0,19000.0,1,4021,3,5,-1,-99,-99
1425161,138650,6041,0,22,1.0,30000.0,1,6041,0,5,-1,-99,-99
1489313,138650,8716,0,23,1.0,17000.0,1,8716,1,5,-1,-99,-99
1537142,138650,5271,0,24,1.0,50000.0,1,5271,0,5,-1,-99,-99
1566943,138650,6046,0,25,1.0,37000.0,1,6046,3,5,-1,-99,-99
84797151,138650,7888,0,26,1.0,19000.0,1,7888,0,1,-1,-99,-99
84822837,138650,7863,0,27,1.0,22000.0,1,7863,0,1,-1,-99,-99
