,index,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tags,tag,type_of,content_rating,user_id_rating,rating_diff_content_user_id,"['user_id', 'part']_rating","rating_diff_content_['user_id', 'part']",user_id_rating_bin,content_rating_bin,rating_diff_content_user_id_bin,"['user_id', 'part']_rating_bin",predict,target
6856,38778,4279858256,13192390,10087,0,616,2,1.0,10500.0,True,10087,10086,2,6,48,-1,,1369,1597,-228,1517,-194,15,13,-3,15,0.7745635534923689,1.0
6857,38779,4279858256,13192390,10086,0,616,1,0.0,10500.0,True,10086,10086,3,6,79,-1,,1417,1600,-183,1521,-149,16,14,-2,15,0.7527755097662564,0.0
6858,38780,4279858256,13192390,10088,0,616,0,1.0,10500.0,True,10088,10086,0,6,27,-1,,1509,1589,-80,1510,-48,15,15,-1,15,0.4281891225614045,1.0
6859,38781,4279858256,13192390,10089,0,616,0,0.0,10500.0,True,10089,10086,1,6,53,-1,,1437,1595,-158,1517,-126,15,14,-2,15,0.8193746127311149,0.0
6860,38782,4279990874,13192390,51,0,619,0,1.0,54750.0,True,51,51,0,1,131 187 81,-1,,1052,1584,-532,1541,-487,15,10,-6,15,0.9768147140263802,1.0
6861,38783,4280059164,13192390,165,0,620,3,1.0,19000.0,True,165,165,3,1,10 178 102,-1,,1399,1585,-186,1542,-152,15,13,-2,15,0.7542138225162187,1.0
6862,38784,4280131383,13192390,10624,0,621,2,1.0,23000.0,True,10624,10624,2,1,10 164 81,-1,,1121,1589,-468,1546,-426,15,11,-5,15,0.9656000487572926,1.0
6863,38785,4280199322,13192390,7924,0,622,2,1.0,19000.0,True,7924,7924,2,1,131 40 38,-1,,1304,1590,-286,1547,-258,15,13,-3,15,0.8437121665866676,1.0
6864,38786,4280258808,13192390,7857,0,623,2,1.0,22000.0,True,7857,7857,2,1,131 5 92,-1,,1148,1592,-444,1550,-399,15,11,-5,15,0.9638777531406724,1.0
6865,38787,4280333254,13192390,119,0,624,0,1.0,22000.0,True,119,119,0,1,51 131 102,-1,,1112,1593,-481,1551,-437,15,11,-5,15,0.8917845393140998,1.0
6866,38788,4280384933,13192390,10396,0,625,0,1.0,20000.0,True,10396,10396,0,1,10 164 92,-1,,1107,1594,-487,1553,-447,15,11,-5,15,0.973376535564904,1.0
6867,38789,4280449289,13192390,193,0,626,2,1.0,23000.0,True,193,193,2,1,10 70 102,-1,,1199,1595,-396,1554,-372,15,11,-4,15,0.9078988867656668,1.0
6868,38790,4307912460,13192390,4458,0,627,1,1.0,23000.0,True,4458,4458,1,5,128,-1,,1346,1596,-250,1617,-279,15,13,-3,16,0.8294813455140909,1.0
6869,38791,4307955686,13192390,10424,0,628,3,1.0,21000.0,True,10424,10424,3,1,131 5 38,-1,,1386,1599,-213,1555,-189,15,13,-3,15,0.8444419490221429,1.0
6870,38792,4308021321,13192390,4446,0,629,0,1.0,20000.0,True,4446,4446,0,5,47,-1,,1379,1602,-223,1619,-251,16,13,-3,16,0.8110883762693817,1.0
6871,38793,4308074064,13192390,662,0,630,0,1.0,32000.0,True,662,662,0,2,148 32 81 92,-1,,1223,1606,-383,1555,-342,16,12,-4,15,0.9444953230164675,1.0
6872,38794,4308265375,13192390,10339,0,631,0,1.0,18000.0,True,10339,10336,0,6,27,-1,,1280,1607,-327,1507,-278,16,12,-4,15,0.8981291280361671,1.0
6873,38795,4308265375,13192390,10337,0,631,0,1.0,18000.0,True,10337,10336,0,6,168,-1,,978,1609,-631,1509,-584,16,9,-7,15,0.9901123068834328,1.0
6874,38796,4308265375,13192390,10336,0,631,0,1.0,18000.0,True,10336,10336,0,6,179,-1,,1025,1610,-585,1510,-539,16,10,-6,15,0.9821018552173876,1.0
6875,38797,4308265375,13192390,10338,0,631,2,1.0,18000.0,True,10338,10336,2,6,53,-1,,1365,1610,-245,1510,-196,16,13,-3,15,0.7801026605939659,1.0
6876,38798,4308417785,13192390,10276,0,632,3,1.0,31250.0,True,10276,10276,3,6,7,-1,,1359,1613,-254,1514,-204,16,13,-3,15,0.8911323328972505,1.0
6877,38799,4308417785,13192390,10277,0,632,0,1.0,31250.0,True,10277,10276,0,6,8,-1,,1543,1616,-73,1518,-25,16,15,-1,15,0.7011776528267106,1.0
6878,38800,4308417785,13192390,10278,0,632,2,1.0,31250.0,True,10278,10276,2,6,96,-1,,1302,1622,-320,1525,-273,16,13,-4,15,0.926620246171392,1.0
6879,38801,4308417785,13192390,10279,0,632,2,1.0,31250.0,True,10279,10276,2,6,27,-1,,1653,1624,29,1527,76,16,16,0,15,0.4798938263280455,1.0
6880,38802,4309118740,13192390,7764,0,633,2,1.0,23500.0,True,7764,7764,2,7,97 0 21,-1,,1511,1632,-121,1534,-87,16,15,-2,15,0.7170863231582969,1.0
6881,38803,4309118740,13192390,7765,0,633,3,1.0,23500.0,True,7765,7764,3,7,18 0 21,-1,,1348,1637,-289,1539,-249,16,13,-3,15,0.8247882677158892,1.0
6882,38804,4309118740,13192390,7766,0,633,1,0.0,23500.0,True,7766,7764,0,7,19 0 21,-1,,1615,1639,-24,1542,6,16,16,-1,15,0.5038137468990642,0.0
6883,38805,4417238035,13192390,6864,0,634,1,1.0,57666.0,False,6864,6861,1,6,27 162,-1,,1375,1631,-256,1536,-213,16,13,-3,15,0.830365440440058,1.0
6884,38806,4417238035,13192390,6862,0,634,2,1.0,57666.0,False,6862,6861,2,6,147 162,-1,,1389,1634,-245,1540,-203,16,13,-3,15,0.7769265579916254,1.0
6885,38807,4417238035,13192390,6861,0,634,0,1.0,57666.0,False,6861,6861,0,6,91 162,-1,,1201,1637,-436,1543,-391,16,12,-5,15,0.9445057352425456,1.0
6886,38808,4417238035,13192390,6863,0,634,0,1.0,57666.0,False,6863,6861,0,6,53 162,-1,,1295,1638,-343,1545,-300,16,12,-4,15,0.8785693863443861,1.0
6887,38809,4417778606,13192390,6590,0,635,0,1.0,82250.0,True,6590,6589,0,6,27,-1,,1182,1640,-458,1547,-407,16,11,-5,15,0.9772591355318929,1.0
6888,38810,4417778606,13192390,6591,0,635,0,1.0,82250.0,True,6591,6589,0,6,55,-1,,1116,1641,-525,1548,-474,16,11,-6,15,0.9747438414388664,1.0
6889,38811,4417778606,13192390,6589,0,635,3,1.0,82250.0,True,6589,6589,3,6,73,-1,,1364,1642,-278,1549,-231,16,13,-3,15,0.8261560373454915,1.0
6890,38812,4417778606,13192390,6592,0,635,2,1.0,82250.0,True,6592,6589,2,6,177,-1,,1310,1644,-334,1552,-288,16,13,-4,15,0.8563375701935124,1.0
6891,38813,4417901665,13192390,994,0,636,0,1.0,103000.0,True,994,994,0,2,2 107 62 38 81,-1,,1312,1646,-334,1557,-257,16,13,-4,15,0.6594487256517165,1.0
6892,38814,4417951401,13192390,736,0,637,3,1.0,17000.0,True,736,736,3,2,69 137 88 162 29 102,-1,,1190,1648,-458,1559,-380,16,11,-5,15,0.8768532569594395,1.0
6893,38815,4429734052,13192390,6927,0,638,0,1.0,16000.0,False,6927,6924,0,6,27 162,-1,,1376,1649,-273,1555,-238,16,13,-3,15,0.6386817299375875,1.0
6894,38816,4429734052,13192390,6924,0,638,1,0.0,16000.0,False,6924,6924,2,6,91 162,-1,,1488,1652,-164,1558,-130,16,14,-2,15,0.545918922343329,0.0
6895,38817,4429734052,13192390,6925,0,638,1,0.0,16000.0,False,6925,6924,3,6,173 162,-1,,1506,1641,-135,1548,-103,16,15,-2,15,0.6595097091114146,0.0
6896,38818,4429734052,13192390,6926,0,638,2,1.0,16000.0,False,6926,6924,2,6,53 162,-1,,1120,1631,-511,1538,-467,16,11,-6,15,0.9783806551088206,1.0
6897,38819,4736859219,13192390,10163,0,639,0,1.0,56000.0,True,10163,10160,0,6,79,-1,,1218,1631,-413,1539,-371,16,12,-5,15,0.9442001548209974,1.0
6898,38820,4736859219,13192390,10162,0,639,2,1.0,56000.0,True,10162,10160,2,6,27,-1,,1429,1633,-204,1540,-163,16,14,-3,15,0.6551640824762267,1.0
6899,38821,4736859219,13192390,10161,0,639,1,1.0,56000.0,True,10161,10160,1,6,172,-1,,1207,1636,-429,1545,-388,16,12,-5,15,0.9579923176070406,1.0
6900,38822,4736859219,13192390,10160,0,639,1,0.0,56000.0,True,10160,10160,3,6,147,-1,,1435,1637,-202,1546,-165,16,14,-3,15,0.5976609976808305,0.0
6901,38823,4737317004,13192390,6711,0,640,3,1.0,42750.0,True,6711,6709,3,6,27,-1,,1398,1626,-228,1535,-184,16,13,-3,15,0.8872376585462031,1.0
6902,38824,4737317004,13192390,6710,0,640,1,1.0,42750.0,True,6710,6709,1,6,1,-1,,1146,1629,-483,1539,-441,16,11,-5,15,0.9608857379972572,1.0
6903,38825,4737317004,13192390,6712,0,640,2,1.0,42750.0,True,6712,6709,2,6,179,-1,,1447,1630,-183,1540,-140,16,14,-2,15,0.6275622093848193,1.0
6904,38826,4737317004,13192390,6709,0,640,0,1.0,42750.0,True,6709,6709,0,6,55,-1,,1269,1634,-365,1545,-323,16,12,-4,15,0.9444265894446614,1.0
6905,38827,4737527196,13192390,56,0,641,1,1.0,58750.0,True,56,56,1,1,61 110 162 92,-1,,1294,1635,-341,1559,-286,16,12,-4,15,0.7562055552084092,1.0
6906,38828,4737566334,13192390,7967,0,642,2,1.0,23000.0,True,7967,7967,2,1,131 13 92,-1,,1182,1637,-455,1561,-379,16,11,-5,15,0.9673968979444918,1.0
