,index,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tags,tag,type_of,content_rating,user_id_rating,rating_diff_content_user_id,"['user_id', 'part']_rating","rating_diff_content_['user_id', 'part']",user_id_rating_bin,content_rating_bin,rating_diff_content_user_id_bin,"['user_id', 'part']_rating_bin",predict,target
1278694,6946666,0,1478171060,6318,0,0,0,1.0,,,6318,6318,0,5,124,-1,,1421,1500,-79,1500,-88,15,14,-1,15,0.5378126187344748,1.0
1278695,6946667,24849,1478171060,7969,0,1,3,1.0,12000.0,False,7969,7969,3,1,131 149 162 38,-1,,1378,1505,-127,1500,-142,15,13,-2,15,0.7489167096220641,1.0
1278696,6946668,44822,1478171060,6435,0,2,1,0.0,19000.0,False,6435,6435,2,5,28,-1,,1760,1510,250,1505,229,15,17,2,15,0.15781766422105145,0.0
1278697,6946669,70662,1478171060,4853,0,3,3,1.0,16000.0,False,4853,4853,3,5,55,-1,,1605,1507,98,1502,88,15,16,0,15,0.45045217571448104,1.0
1278698,6946670,100587,1478171060,3988,0,4,2,1.0,22000.0,False,3988,3988,2,5,166,-1,,1575,1517,58,1511,48,15,15,0,15,0.4102868457356023,1.0
1278699,6946671,130191,1478171060,2,0,5,0,1.0,26000.0,False,2,2,0,1,131 101 162 92,-1,,1515,1526,-11,1504,-34,15,15,-1,15,0.5393661420069351,1.0
1278700,6946672,159532,1478171060,3577,0,6,0,1.0,26000.0,False,3577,3577,0,5,8,-1,,1660,1533,127,1520,128,15,16,1,15,0.3803577367142072,1.0
1278701,6946673,178448,1478171060,6102,0,7,2,1.0,25000.0,False,6102,6102,2,5,133,-1,,1717,1543,174,1530,160,15,17,1,15,0.2266100338160297,1.0
1278702,6946674,188961,1478171060,5738,0,8,2,1.0,15000.0,False,5738,5738,2,5,8,-1,,1701,1554,147,1541,148,15,17,1,15,0.4949328625526018,1.0
1278703,6946675,208845,1478171060,3793,0,9,0,1.0,7000.0,False,3793,3793,0,5,8,-1,,1526,1564,-38,1551,-33,15,15,-1,15,0.752458909700163,1.0
1278704,6946676,305836,1478171060,4853,0,10,3,1.0,16000.0,False,4853,4853,3,5,55,-1,,1605,1571,34,1558,32,15,16,0,15,0.8241981675951525,1.0
1278705,6946677,324657,1478171060,6435,0,11,1,0.0,5000.0,True,6435,6435,2,5,28,-1,,1760,1579,181,1566,168,15,17,1,15,0.8284746885832271,0.0
1278706,6946678,340135,1478171060,3988,0,12,2,1.0,5000.0,True,3988,3988,2,5,166,-1,,1575,1575,0,1562,-3,15,15,0,15,0.9377298110328509,1.0
1278707,6946679,352531,1478171060,6318,0,13,0,1.0,4000.0,True,6318,6318,0,5,124,-1,,1421,1583,-162,1570,-158,15,14,-2,15,0.9751110867858199,1.0
1278708,6946680,362843,1478171060,3793,0,14,0,1.0,6000.0,True,3793,3793,0,5,8,-1,,1526,1587,-61,1574,-56,15,15,-1,15,0.966595382737827,1.0
1278709,6946681,376804,1478171060,7969,0,15,3,1.0,4000.0,True,7969,7969,3,1,131 149 162 38,-1,,1378,1593,-215,1511,-153,15,13,-3,15,0.9287605958383198,1.0
1278710,6946682,385506,1478171060,5738,0,16,2,1.0,7000.0,True,5738,5738,2,5,8,-1,,1701,1597,104,1580,109,15,17,1,15,0.9279903073853234,1.0
1278711,6946683,393886,1478171060,6102,0,17,2,1.0,2000.0,True,6102,6102,2,5,133,-1,,1717,1606,111,1590,100,16,17,1,15,0.9169385206351351,1.0
1278712,6946684,413438,1478171060,2,0,18,0,1.0,2000.0,True,2,2,0,1,131 101 162 92,-1,,1515,1616,-101,1515,-45,16,15,-2,15,0.9167022834795302,1.0
1278713,6946685,424632,1478171060,3577,0,19,0,1.0,14000.0,True,3577,3577,0,5,8,-1,,1660,1622,38,1600,48,16,16,0,16,0.9336918853065264,1.0
