,index,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tags,tag,type_of,content_rating,user_id_rating,rating_diff_content_user_id,"['user_id', 'part']_rating","rating_diff_content_['user_id', 'part']",user_id_rating_bin,content_rating_bin,rating_diff_content_user_id_bin,"['user_id', 'part']_rating_bin",predict,target
164,2103,18153759254,408250,45,0,356,1,1.0,23000.0,True,45,45,1,1,10 164 162 81,-1,,1383,1559,-176,1513,-155,15,13,-2,15,0.6607738895911743,1.0
165,2104,18153835912,408250,130,0,357,3,1.0,24000.0,True,130,130,3,1,131 99 38,-1,,1246,1563,-317,1518,-293,15,12,-4,15,0.6680895583181178,1.0
166,2105,18153892186,408250,10502,0,358,1,1.0,26000.0,True,10502,10502,1,1,9 10 38,-1,,932,1565,-633,1520,-589,15,9,-7,15,0.9787945546868224,1.0
167,2106,18153934777,408250,8,0,359,3,1.0,20000.0,True,8,8,3,1,131 13 162 92,-1,,1018,1565,-547,1521,-487,15,10,-6,15,0.9680843940142904,1.0
168,2107,18153988164,408250,83,0,360,0,0.0,22000.0,True,83,83,3,1,61 110 38,-1,,1267,1566,-299,1522,-255,15,12,-3,15,0.815464561763369,0.0
169,2108,18154045464,408250,84,0,361,2,1.0,23000.0,True,84,84,2,1,131 36 92,-1,,1176,1553,-377,1509,-334,15,11,-4,15,0.8418057448810602,1.0
170,2109,18154100472,408250,10589,0,362,1,1.0,23000.0,True,10589,10589,1,1,131 5 38,-1,,1022,1555,-533,1511,-489,15,10,-6,15,0.9244084425675472,1.0
171,2110,18154150262,408250,18,0,363,1,1.0,26000.0,True,18,18,1,1,61 110 92,-1,,1188,1555,-367,1512,-325,15,11,-4,15,0.7661129674836237,1.0
172,2111,18154202228,408250,2,0,364,0,1.0,20000.0,True,2,2,0,1,131 101 162 92,-1,,1515,1557,-42,1514,-44,15,15,-1,15,0.4333837033828061,1.0
173,2112,18154246386,408250,163,0,365,3,1.0,25000.0,True,163,163,3,1,10 70 38,-1,,951,1563,-612,1521,-557,15,9,-7,15,0.9588496304191249,1.0
174,2113,18154296911,408250,10614,0,366,0,1.0,22000.0,True,10614,10614,0,1,10 70 29,-1,,1081,1564,-483,1521,-441,15,10,-5,15,0.8792489949546449,1.0
175,2114,18154344875,408250,141,0,367,2,1.0,22000.0,True,141,141,2,1,131 111 81,-1,,1129,1565,-436,1522,-386,15,11,-5,15,0.9004936440349315,1.0
176,2115,18154384484,408250,95,0,368,3,1.0,20000.0,True,95,95,3,1,9 10 81,-1,,1349,1566,-217,1524,-181,15,13,-3,15,0.8048369649989784,1.0
177,2116,18154429142,408250,85,0,369,1,1.0,20000.0,True,85,85,1,1,131 13 102,-1,,1335,1569,-234,1528,-199,15,13,-3,15,0.7465294358273207,1.0
178,2117,18154473288,408250,10667,0,370,2,1.0,22000.0,True,10667,10667,2,1,131 187 29,-1,,1153,1572,-419,1531,-386,15,11,-5,15,0.9019764504973188,1.0
179,2118,18154511978,408250,32,0,371,3,1.0,22000.0,True,32,32,3,1,131 104 162 92,-1,,1167,1574,-407,1533,-370,15,11,-5,15,0.8978415422491897,1.0
180,2119,18154548399,408250,191,0,372,2,1.0,22000.0,True,191,191,2,1,131 40 102,-1,,1387,1575,-188,1534,-168,15,13,-2,15,0.7561651669465372,1.0
181,2120,18154584339,408250,89,0,373,1,1.0,21000.0,True,89,89,1,1,131 36 38,-1,,1088,1579,-491,1538,-457,15,10,-5,15,0.9758108526792189,1.0
182,2121,18154609692,408250,10618,0,374,3,1.0,24000.0,True,10618,10618,3,1,131 5 29,-1,,905,1580,-675,1540,-636,15,9,-7,15,0.9969595466977186,1.0
183,2122,18154649903,408250,110,0,375,1,1.0,20000.0,True,110,110,1,1,131 13 38,-1,,1405,1580,-175,1540,-173,15,14,-2,15,0.6262233099262461,1.0
184,2123,18154747948,408250,9,0,376,2,0.0,28000.0,True,9,9,3,1,10 164 81,-1,,1709,1584,125,1544,109,15,17,1,15,0.21079379464506864,0.0
185,2124,18154784742,408250,7859,0,377,3,0.0,22000.0,True,7859,7859,1,1,131 5 92,-1,,1660,1579,81,1539,80,15,16,0,15,0.3449114229457676,0.0
186,2125,18154817001,408250,10601,0,378,3,0.0,24000.0,True,10601,10601,2,1,131 111 92,-1,,1325,1573,-248,1533,-209,15,13,-3,15,0.8748730417654771,0.0
187,2126,18154851336,408250,144,0,379,0,1.0,22000.0,True,144,144,0,1,131 13 92,-1,,1379,1561,-182,1521,-162,15,13,-2,15,0.7502508794524748,1.0
188,2127,18154879273,408250,7920,0,380,0,0.0,26000.0,True,7920,7920,1,1,9 10 81,-1,,1453,1565,-112,1526,-114,15,14,-2,15,0.7931630017673663,0.0
189,2128,18154909434,408250,64,0,381,0,1.0,22000.0,True,64,64,0,1,131 111 92,-1,,1412,1555,-143,1516,-141,15,14,-2,15,0.8128251311716814,1.0
190,2129,18154934092,408250,10621,0,382,0,1.0,23000.0,True,10621,10621,0,1,51 131 92,-1,,1413,1560,-147,1520,-120,15,14,-2,15,0.8426228397656327,1.0
