,index,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tags,tag,type_of,content_rating,user_id_rating,rating_diff_content_user_id,"['user_id', 'part']_rating","rating_diff_content_['user_id', 'part']",user_id_rating_bin,content_rating_bin,rating_diff_content_user_id_bin,"['user_id', 'part']_rating_bin",predict,target
536336,2988429,0,636124920,4053,0,0,0,0.0,,,4053,4053,1,5,8,-1,,1762,1500,262,1500,251,15,17,2,15,0.1800687109349067,0.0
536337,2988430,9759,636124920,4788,0,1,2,1.0,14000.0,False,4788,4788,2,5,79,-1,,1145,1497,-352,1497,-363,14,11,-4,14,0.7877847991051615,1.0
536338,2988431,26376,636124920,8561,0,2,1,1.0,6000.0,False,8561,8561,1,5,96,-1,,1527,1499,28,1498,19,14,15,0,14,0.5660299275892063,1.0
536339,2988432,52970,636124920,9136,0,3,2,0.0,14000.0,False,9136,9136,0,5,53,-1,,1500,1507,-7,1506,-20,15,15,-1,15,0.5463056389239235,0.0
536340,2988433,106763,636124920,9994,0,4,2,0.0,24000.0,False,9994,9994,1,5,134,-1,,1641,1499,142,1498,129,14,16,1,14,0.2985514363989498,0.0
536341,2988434,140506,636124920,8720,0,5,1,0.0,51000.0,False,8720,8720,2,5,28,-1,,1635,1494,141,1493,122,14,16,1,14,0.2738192005831161,0.0
536342,2988435,161757,636124920,7908,0,6,0,0.0,31000.0,False,7908,7908,1,1,131 93 38,-1,,1479,1490,-11,1500,-56,14,14,-1,15,0.5447240254887414,0.0
536343,2988436,242410,636124920,9994,0,7,1,1.0,18000.0,False,9994,9994,1,5,134,-1,,1641,1482,159,1488,139,14,16,1,14,0.6334858489170118,1.0
536344,2988437,258024,636124920,7908,0,8,1,1.0,6000.0,True,7908,7908,1,1,131 93 38,-1,,1479,1493,-14,1491,-47,14,14,-1,14,0.8799827501857787,1.0
536345,2988438,269175,636124920,8720,0,9,2,1.0,10000.0,True,8720,8720,2,5,28,-1,,1635,1500,135,1499,116,15,16,1,14,0.5941891512284849,1.0
536346,2988439,285056,636124920,4788,0,10,2,1.0,6000.0,True,4788,4788,2,5,79,-1,,1145,1510,-365,1509,-375,15,11,-4,15,0.9579516720867952,1.0
536347,2988440,300605,636124920,8561,0,11,1,1.0,10000.0,True,8561,8561,1,5,96,-1,,1527,1512,15,1510,7,15,15,0,15,0.9370141064638078,1.0
536348,2988441,310017,636124920,4053,0,12,1,1.0,7000.0,True,4053,4053,1,5,8,-1,,1762,1520,242,1518,233,15,17,2,15,0.6911770550421727,1.0
536349,2988442,324580,636124920,9136,0,13,2,0.0,2000.0,True,9136,9136,0,5,53,-1,,1500,1532,-32,1530,-44,15,15,-1,15,0.8423316858647228,0.0
536350,2988443,375079,636124920,55,0,14,3,1.0,4000.0,True,55,55,3,1,131 36 162 81,-1,,1459,1524,-65,1497,-64,15,14,-1,14,0.5922741046857507,1.0
536351,2988444,407253,636124920,2,0,15,0,1.0,20000.0,True,2,2,0,1,131 101 162 92,-1,,1515,1530,-15,1503,-33,15,15,-1,15,0.4674375194745164,1.0
536352,2988445,438682,636124920,186,0,16,0,0.0,22000.0,True,186,186,1,1,131 104 38,-1,,1413,1537,-124,1510,-145,15,14,-2,15,0.6259521353729872,0.0
536353,2988446,468126,636124920,122,0,17,2,0.0,21000.0,True,122,122,1,1,10 164 92,-1,,1394,1527,-133,1500,-143,15,13,-2,15,0.7016913119768725,0.0
536354,2988447,494890,636124920,7945,0,18,3,1.0,22000.0,True,7945,7945,3,1,131 40 162 38,-1,,1326,1517,-191,1489,-194,15,13,-2,14,0.8224879666039425,1.0
536355,2988448,519626,636124920,10429,0,19,1,1.0,19000.0,True,10429,10429,1,1,10 94 81,-1,,1429,1520,-91,1493,-84,15,14,-1,14,0.7853871255113251,1.0
536356,2988449,603268,636124920,6479,0,21,1,0.0,19000.0,True,6479,6479,3,5,173,-1,,1479,1526,-47,1521,-53,15,14,-1,15,0.5909872833149066,0.0
536357,2988450,655383,636124920,4179,0,22,0,1.0,18000.0,True,4179,4179,0,5,152,-1,,1658,1517,141,1513,129,15,16,1,15,0.3487764698837856,1.0
536358,2988451,682003,636124920,11526,0,23,2,1.0,36000.0,True,11526,11526,2,5,96,-1,,1386,1528,-142,1523,-148,15,13,-2,15,0.7849411730863903,1.0
536359,2988452,702199,636124920,8508,0,24,2,1.0,18000.0,True,8508,8508,2,5,116,-1,,1262,1532,-270,1527,-279,15,12,-3,15,0.8788180692571753,1.0
536360,2988453,754242,636124920,4826,0,25,3,0.0,10000.0,True,4826,4826,0,5,181,-1,,1447,1535,-88,1530,-99,15,14,-1,15,0.5331327110842586,0.0
