,index,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tags,tag,type_of,content_rating,user_id_rating,rating_diff_content_user_id,"['user_id', 'part']_rating","rating_diff_content_['user_id', 'part']",user_id_rating_bin,content_rating_bin,rating_diff_content_user_id_bin,"['user_id', 'part']_rating_bin",predict,target
6485,37333,0,13155490,9285,0,0,1,1.0,,,9285,9285,1,5,128,-1,,1303,1500,-197,1500,-201,15,13,-2,15,0.7376295318872259,1.0
6486,37334,36652,13155490,666,0,1,3,1.0,48000.0,False,666,666,3,2,32 138 38 81,-1,,1405,1503,-98,1500,-119,15,14,-1,15,0.504675939246434,1.0
6487,37335,64743,13155490,5596,0,2,0,0.0,33000.0,False,5596,5596,1,5,147,-1,,1560,1509,51,1503,35,15,15,0,15,0.3902027930245722,0.0
6488,37336,133425,13155490,6435,0,3,0,0.0,25000.0,False,6435,6435,2,5,28,-1,,1760,1502,258,1496,238,15,17,2,14,0.1644331560574354,0.0
6489,37337,175522,13155490,5242,0,4,1,0.0,66000.0,False,5242,5242,0,5,80,-1,,1612,1499,113,1493,87,14,16,1,14,0.2718386490906807,0.0
6490,37338,310557,13155490,4002,0,5,2,0.0,39000.0,False,4002,4002,1,5,64,-1,,1733,1494,239,1488,227,14,17,2,14,0.18139658714692602,0.0
6491,37339,341108,13155490,4748,0,6,2,0.0,132000.0,False,4748,4748,0,5,14,-1,,1418,1491,-73,1484,-66,14,14,-1,14,0.5322765012123298,0.0
6492,37340,829133,13155490,6588,0,7,1,1.0,27000.0,False,6588,6585,1,6,89 162,-1,,1180,1482,-302,1500,-364,14,11,-4,15,0.7681345387863179,1.0
6493,37341,829133,13155490,6586,0,7,1,0.0,27000.0,False,6586,6585,0,6,8 162,-1,,1536,1484,52,1501,-20,14,15,0,15,0.34940822206546873,0.0
6494,37342,829133,13155490,6587,0,7,1,0.0,27000.0,False,6587,6585,3,6,27 162,-1,,1600,1478,122,1493,50,14,16,1,14,0.3020519395360413,0.0
6495,37343,829133,13155490,6585,0,7,3,0.0,27000.0,False,6585,6585,2,6,60 162,-1,,1368,1473,-105,1487,-170,14,13,-2,14,0.5129434362073587,0.0
6496,37344,1359717,13155490,6628,0,8,2,1.0,42500.0,True,6628,6625,2,6,27,-1,,1175,1463,-288,1476,-342,14,11,-3,14,0.7324655842658183,1.0
6497,37345,1359717,13155490,6627,0,8,1,1.0,42500.0,True,6627,6625,1,6,179,-1,,986,1466,-480,1478,-531,14,9,-5,14,0.8163511573647813,1.0
6498,37346,1359717,13155490,6626,0,8,3,1.0,42500.0,True,6626,6625,3,6,53,-1,,1274,1467,-193,1478,-250,14,12,-2,14,0.7157258425812281,1.0
6499,37347,1359717,13155490,6625,0,8,0,1.0,42500.0,True,6625,6625,0,6,7,-1,,1291,1470,-179,1481,-235,14,12,-2,14,0.6515706507713841,1.0
6500,37348,1698690,13155490,6496,0,9,0,1.0,39000.0,True,6496,6493,0,6,27,-1,,1377,1474,-97,1484,-156,14,13,-1,14,0.6307913941359797,1.0
6501,37349,1698690,13155490,6495,0,9,2,0.0,39000.0,True,6495,6493,0,6,1,-1,,1626,1480,146,1489,79,14,16,1,14,0.3411657556859984,0.0
6502,37350,1698690,13155490,6494,0,9,0,0.0,39000.0,True,6494,6493,2,6,73,-1,,1435,1475,-40,1483,-101,14,14,-1,14,0.4871505717459512,0.0
6503,37351,1698690,13155490,6493,0,9,3,0.0,39000.0,True,6493,6493,1,6,177,-1,,1127,1467,-340,1473,-386,14,11,-4,14,0.8025625872464115,0.0
6504,37352,2013819,13155490,10798,0,10,1,1.0,42250.0,True,10798,10795,1,6,25,-1,,1268,1454,-186,1460,-241,14,12,-2,14,0.6618449485131783,1.0
6505,37353,2013819,13155490,10797,0,10,1,1.0,42250.0,True,10797,10795,1,6,179,-1,,1355,1458,-103,1463,-158,14,13,-2,14,0.6308900880659843,1.0
6506,37354,2013819,13155490,10796,0,10,2,0.0,42250.0,True,10796,10795,0,6,1,-1,,1682,1463,219,1467,166,14,16,2,14,0.1638828411491463,0.0
6507,37355,2013819,13155490,10795,0,10,0,0.0,42250.0,True,10795,10795,3,6,27,-1,,1586,1460,126,1463,74,14,15,1,14,0.3058231324653448,0.0
6508,37356,2642584,13155490,6893,0,11,0,0.0,32750.0,True,6893,6892,2,6,52 162,-1,,1443,1455,-12,1457,-68,14,14,-1,14,0.4623840055905624,0.0
6509,37357,2642584,13155490,6895,0,11,0,0.0,32750.0,True,6895,6892,1,6,27 162,-1,,1555,1447,108,1448,48,14,15,1,14,0.2472452350602321,0.0
6510,37358,2642584,13155490,6894,0,11,0,1.0,32750.0,True,6894,6892,0,6,8 162,-1,,1486,1442,44,1442,-12,14,14,0,14,0.4188836889456913,1.0
6511,37359,2642584,13155490,6892,0,11,0,1.0,32750.0,True,6892,6892,0,6,79 162,-1,,1455,1450,5,1449,-50,14,14,0,14,0.34325431053488364,1.0
